word,value,condition,variable,model
island,6.5,Rand,conc,35
toast,6,Rand,conc,35
garbage,6.5,Rand,conc,35
incest,2.5,Rand,conc,35
role,4.5,Rand,conc,35
squeeze,5,Rand,conc,35
class,4.5,Rand,conc,35
sorrow,4,Rand,conc,35
candy,6,Rand,conc,35
venom,5,Rand,conc,35
bulge,5.5,Rand,conc,35
tumble,4.5,Rand,conc,35
anger,4,Rand,conc,35
rain,6,Rand,conc,35
metal,6,Rand,conc,35
wrath,4,Rand,conc,35
hostage,4,Rand,conc,35
product,5.5,Rand,conc,35
python,6,Rand,conc,35
shame,4.5,Rand,conc,35
fuss,4.5,Rand,conc,35
victim,4,Rand,conc,35
neutral,4.5,Rand,conc,35
blister,4,Rand,conc,35
terror,4,Rand,conc,35
apron,5.5,Rand,conc,35
phase,5.5,Rand,conc,35
sentence,5,Rand,conc,35
greed,4.5,Rand,conc,35
treason,4.5,Rand,conc,35
seed,5,Rand,conc,35
sandwich,6,Rand,conc,35
caution,4.5,Rand,conc,35
resort,5,Rand,conc,35
myth,5,Rand,conc,35
stab,4.5,Rand,conc,35
contempt,4,Rand,conc,35
city,6.5,Rand,conc,35
toilet,6,Rand,conc,35
date,5.5,Rand,conc,35
saloon,6,Rand,conc,35
goose,6,Rand,conc,35
merchant,5.5,Rand,conc,35
tiger,6.5,Rand,conc,35
chord,5.5,Rand,conc,35
basket,6,Rand,conc,35
plea,4.5,Rand,conc,35
ordeal,4,Rand,conc,35
camp,5.5,Rand,conc,35
function,6,Rand,conc,35
malice,3.5,Rand,conc,35
fiction,5,Rand,conc,35
cure,5,Rand,conc,35
carriage,5.5,Rand,conc,35
fame,4,Rand,conc,35
cottage,6,Rand,conc,35
monster,4.5,Rand,conc,35
signal,5,Rand,conc,35
pity,4,Rand,conc,35
breakfast,6,Rand,conc,35
applause,6,Rand,conc,35
passion,4.5,Rand,conc,35
harvest,6,Rand,conc,35
kill,5,Rand,conc,35
cattle,6.5,Rand,conc,35
prison,5.5,Rand,conc,35
glee,4,Rand,conc,35
junk,5.2,Rand,conc,35
mistress,3.1,Rand,conc,35
menace,4.7,Rand,conc,35
usher,4.5,Rand,conc,35
forehead,6.9,Rand,conc,35
coffin,7,Rand,conc,35
impress,4.3,Rand,conc,35
dance,6.5,Rand,conc,35
bead,5.8,Rand,conc,35
version,5,Rand,conc,35
packet,6.2,Rand,conc,35
slave,5.6,Rand,conc,35
closure,4.8,Rand,conc,35
employ,6,Rand,conc,35
balloon,6.8,Rand,conc,35
tortoise,6.9,Rand,conc,35
context,4,Rand,conc,35
report,5.5,Rand,conc,35
cricket,6.6,Rand,conc,35
flea,4.6,Rand,conc,35
typhoon,6.9,Rand,conc,35
essence,4.2,Rand,conc,35
power,5.7,Rand,conc,35
dare,5.3,Rand,conc,35
phantom,4.4,Rand,conc,35
vowel,4.1,Rand,conc,35
surgeon,6.8,Rand,conc,35
jewel,6.3,Rand,conc,35
bondage,4.9,Rand,conc,35
glacier,7,Rand,conc,35
flourish,5.9,Rand,conc,35
necklace,6.2,Rand,conc,35
donkey,6.6,Rand,conc,35
husband,5.9,Rand,conc,35
punch,6,Rand,conc,35
hurdle,5.5,Rand,conc,35
arson,4.6,Rand,conc,35
crab,6.6,Rand,conc,35
console,4.8,Rand,conc,35
parrot,6.3,Rand,conc,35
whisper,4.4,Rand,conc,35
heaven,5.8,Rand,conc,35
honey,5.4,Rand,conc,35
sword,6.8,Rand,conc,35
stomach,6.7,Rand,conc,35
clergy,5.8,Rand,conc,35
respect,5,Rand,conc,35
portrait,5.8,Rand,conc,35
figment,3.8,Rand,conc,35
dinner,6.1,Rand,conc,35
lust,4.7,Rand,conc,35
faith,4.9,Rand,conc,35
despair,4.5,Rand,conc,35
marvel,5.1,Rand,conc,35
carpet,6.5,Rand,conc,35
bowel,5.7,Rand,conc,35
crisis,4.7,Rand,conc,35
police,6.6,Rand,conc,35
candle,6.4,Rand,conc,35
justice,5.4,Rand,conc,35
pelvis,6.4,Rand,conc,35
dread,4.4,Rand,conc,35
hammock,6.1,Rand,conc,35
model,5.6,Rand,conc,35
shaft,6,Rand,conc,35
hostess,5.5,Rand,conc,35
pint,6.2,Rand,conc,35
mirror,6.7,Rand,conc,35
stove,6.4,Rand,conc,35
battle,5.7,Rand,conc,35
health,5.7,Rand,conc,35
bounce,5.8,Rand,conc,35
transit,5.3,Rand,conc,35
chew,4.9,Rand,conc,35
fault,5.2,Rand,conc,35
stride,5.4,Rand,conc,35
yeast,5.9,Rand,conc,35
midst,4.9,Rand,conc,35
art,4.5,Rand,conc,35
toxin,6.5,Rand,conc,35
spirit,5.5,Rand,conc,35
doubt,3.5,Rand,conc,35
shirt,6,Rand,conc,35
morsel,6.5,Rand,conc,35
bowl,6,Rand,conc,35
blame,4,Rand,conc,35
sister,5.5,Rand,conc,35
soldier,6.5,Rand,conc,35
wish,3.5,Rand,conc,35
risk,4.5,Rand,conc,35
picture,6,Rand,conc,35
gist,5,Rand,conc,35
status,6,Rand,conc,35
prestige,6.5,Rand,conc,35
jacket,6,Rand,conc,35
neglect,4.5,Rand,conc,35
device,6.5,Rand,conc,35
courage,5.5,Rand,conc,35
recall,4.5,Rand,conc,35
concept,4.5,Rand,conc,35
anchor,6,Rand,conc,35
ruffle,5.5,Rand,conc,35
walrus,6.5,Rand,conc,35
bracket,6,Rand,conc,35
princess,6,Rand,conc,35
nectar,5.5,Rand,conc,35
trousers,6,Rand,conc,35
fraud,4,Rand,conc,35
ham,6.5,Rand,conc,35
bonnet,6.5,Rand,conc,35
shark,6,Rand,conc,35
desert,5.5,Rand,conc,35
treasure,6,Rand,conc,35
wrestle,5,Rand,conc,35
reject,4.5,Rand,conc,35
pause,4,Rand,conc,35
boast,4.5,Rand,conc,35
triumph,4.5,Rand,conc,35
moment,5,Rand,conc,35
success,5.5,Rand,conc,35
jungle,5.5,Rand,conc,35
affair,5,Rand,conc,35
moisture,5,Rand,conc,35
picket,5.5,Rand,conc,35
methane,6.5,Rand,conc,35
hit,5.5,Rand,conc,35
baby,6,Rand,conc,35
table,6,Rand,conc,35
cushion,6,Rand,conc,35
whore,4,Rand,conc,35
people,6.5,Rand,conc,35
circuit,6,Rand,conc,35
shrug,5,Rand,conc,35
doctor,6,Rand,conc,35
palace,6,Rand,conc,35
blood,5.5,Rand,conc,35
ulcer,5.5,Rand,conc,35
attempt,4.5,Rand,conc,35
luck,4.5,Rand,conc,35
passage,5,Rand,conc,35
cease,4,Rand,conc,35
trust,5,Rand,conc,35
service,5,Rand,conc,35
launch,4.5,Rand,conc,35
nuisance,4,Rand,conc,35
compass,6,Rand,conc,35
snort,4.5,Rand,conc,35
ceiling,5,Rand,conc,35
mural,6,Rand,conc,35
person,5.5,Rand,conc,35
sin,4.5,Rand,conc,35
bandage,6,Rand,conc,35
aspect,5.5,Rand,conc,35
column,6,Rand,conc,35
mother,6,Rand,conc,35
slope,5.5,Rand,conc,35
throat,6.5,Rand,conc,4
strand,5.5,Rand,conc,4
giraffe,7,Rand,conc,4
leaf,7,Rand,conc,4
beggar,6,Rand,conc,4
zebra,7,Rand,conc,4
mischief,2.5,Rand,conc,4
pride,3,Rand,conc,4
notion,2,Rand,conc,4
trouble,3,Rand,conc,4
breast,6.5,Rand,conc,4
fire,6.5,Rand,conc,4
lumber,6.5,Rand,conc,4
melon,7,Rand,conc,4
message,4,Rand,conc,4
needle,7,Rand,conc,4
vulture,7,Rand,conc,4
mate,4.5,Rand,conc,4
excuse,2.5,Rand,conc,4
suburb,6,Rand,conc,4
scalpel,7,Rand,conc,4
taboo,2,Rand,conc,4
hope,2,Rand,conc,4
piece,5,Rand,conc,4
ban,3.5,Rand,conc,4
artist,6,Rand,conc,4
pumpkin,7,Rand,conc,4
castle,7,Rand,conc,4
cloak,7,Rand,conc,4
gain,3.5,Rand,conc,4
pupil,5.5,Rand,conc,4
mansion,7,Rand,conc,4
dandruff,7,Rand,conc,4
line,4.5,Rand,conc,4
talent,2.5,Rand,conc,4
escort,5.5,Rand,conc,4
fortress,6.5,Rand,conc,4
couch,7,Rand,conc,4
tulip,7,Rand,conc,4
virtue,2,Rand,conc,4
spinach,7,Rand,conc,4
script,5,Rand,conc,4
snail,7,Rand,conc,4
head,6.5,Rand,conc,4
consent,2.5,Rand,conc,4
monkey,7,Rand,conc,4
spring,5.5,Rand,conc,4
lobster,7,Rand,conc,4
ease,2.5,Rand,conc,4
reason,2.5,Rand,conc,4
urge,2.5,Rand,conc,4
leisure,3.5,Rand,conc,4
cough,6,Rand,conc,4
pleasure,3,Rand,conc,4
aisle,6.5,Rand,conc,4
chest,6,Rand,conc,4
game,5,Rand,conc,4
hand,7,Rand,conc,4
crystal,7,Rand,conc,4
blouse,7,Rand,conc,4
leopard,7,Rand,conc,4
mood,2.5,Rand,conc,4
puzzle,5.5,Rand,conc,4
caress,4,Rand,conc,4
doom,3,Rand,conc,4
method,3.5,Rand,conc,4
duty,3,Rand,conc,4
monarch,5.5,Rand,conc,4
lace,7,Rand,conc,4
guitar,7,Rand,conc,4
reptile,7,Rand,conc,4
pheasant,7,Rand,conc,4
troll,6,Rand,conc,4
stretch,4.5,Rand,conc,4
pest,5,Rand,conc,4
spit,5.5,Rand,conc,4
dessert,7,Rand,conc,4
author,5.5,Rand,conc,4
delight,1.7,Rand,conc,4
project,3,Rand,conc,4
trumpet,7,Rand,conc,4
fleet,6.4,Rand,conc,4
mammal,6.8,Rand,conc,4
prince,4.5,Rand,conc,4
apple,7,Rand,conc,4
grind,5.5,Rand,conc,4
knowledge,1.8,Rand,conc,4
clover,6.2,Rand,conc,4
trend,3.4,Rand,conc,4
romance,2,Rand,conc,4
ladder,7,Rand,conc,4
carcass,6.6,Rand,conc,4
crude,3.6,Rand,conc,4
office,6.5,Rand,conc,4
wood,7,Rand,conc,4
waitress,6.3,Rand,conc,4
costume,6.7,Rand,conc,4
moth,6.9,Rand,conc,4
county,6.2,Rand,conc,4
slum,5.9,Rand,conc,4
rubble,6.5,Rand,conc,4
settle,4,Rand,conc,4
curtain,7,Rand,conc,4
verge,4.2,Rand,conc,4
progress,2.8,Rand,conc,4
bitch,4.9,Rand,conc,4
stock,5.2,Rand,conc,4
panther,6.9,Rand,conc,4
rattle,5.6,Rand,conc,4
nurture,2.6,Rand,conc,4
guilt,2,Rand,conc,4
contract,6,Rand,conc,4
plasma,5,Rand,conc,4
pension,5.9,Rand,conc,4
squash,6.5,Rand,conc,4
gloom,3.5,Rand,conc,4
issue,3.4,Rand,conc,4
comb,7,Rand,conc,4
pillow,7,Rand,conc,4
traffic,5.5,Rand,conc,4
luggage,7,Rand,conc,4
doctrine,2.2,Rand,conc,4
canoe,7,Rand,conc,4
whimper,4.9,Rand,conc,4
sweater,7,Rand,conc,4
food,7,Rand,conc,4
child,6.8,Rand,conc,4
outrage,3.2,Rand,conc,4
belief,1.7,Rand,conc,4
texture,5.7,Rand,conc,4
hate,2,Rand,conc,4
item,6.7,Rand,conc,4
town,6.7,Rand,conc,4
pamphlet,6.3,Rand,conc,4
cancer,5.9,Rand,conc,4
lettuce,7,Rand,conc,4
forge,6.1,Rand,conc,4
wit,2.5,Rand,conc,4
parade,6.2,Rand,conc,4
freedom,2.3,Rand,conc,4
smell,4.2,Rand,conc,4
farewell,3.7,Rand,conc,4
knock,4.7,Rand,conc,4
wisdom,1.6,Rand,conc,4
feat,4,Rand,conc,4
culture,2.5,Rand,conc,4
button,7,Rand,conc,4
cuddle,4.9,Rand,conc,4
wallet,7,Rand,conc,4
limit,3.3,Rand,conc,4
smear,5.2,Rand,conc,4
mug,6.9,Rand,conc,4
beer,7,Rand,conc,4
hall,6.5,Rand,conc,4
complex,3.7,Rand,conc,4
bliss,1.9,Rand,conc,4
disgust,1.5,Rand,conc,4
string,5.8,Rand,conc,4
sparkle,4.4,Rand,conc,4
chauffeur,6.2,Rand,conc,4
asthma,2.9,Rand,conc,4
handle,5.5,Rand,conc,4
lunch,6.9,Rand,conc,4
sleep,1.9,Rand,conc,4
cotton,6.1,Rand,conc,4
walnut,7,Rand,conc,4
ant,7,Rand,conc,4
island,6.8,Rand,conc,4
toast,7,Rand,conc,4
garbage,7,Rand,conc,4
incest,2,Rand,conc,4
role,2.3,Rand,conc,4
squeeze,4.6,Rand,conc,4
class,2.4,Rand,conc,4
sorrow,1.2,Rand,conc,4
candy,7,Rand,conc,4
venom,5.8,Rand,conc,4
bulge,5.3,Rand,conc,4
tumble,4.5,Rand,conc,4
anger,1.5,Rand,conc,4
rain,6.9,Rand,conc,4
metal,6.7,Rand,conc,4
wrath,1.3,Rand,conc,4
hostage,4.3,Rand,conc,4
product,5.2,Rand,conc,4
python,6.8,Rand,conc,4
shame,1,Rand,conc,4
fuss,3.5,Rand,conc,4
victim,4.8,Rand,conc,4
neutral,3.9,Rand,conc,4
blister,6.6,Rand,conc,4
terror,1.3,Rand,conc,4
apron,7,Rand,conc,4
phase,2.1,Rand,conc,4
sentence,4.2,Rand,conc,4
greed,1.6,Rand,conc,4
treason,1.5,Rand,conc,4
seed,6.9,Rand,conc,4
sandwich,7,Rand,conc,4
caution,2,Rand,conc,4
resort,6.4,Rand,conc,4
myth,2.3,Rand,conc,4
stab,3.7,Rand,conc,4
contempt,1.8,Rand,conc,4
city,6.8,Rand,conc,4
toilet,7,Rand,conc,4
date,5.5,Rand,conc,4
saloon,6.5,Rand,conc,4
goose,6.9,Rand,conc,4
merchant,5.4,Rand,conc,4
tiger,6.9,Rand,conc,4
chord,5.5,Rand,conc,4
basket,7,Rand,conc,4
plea,3.1,Rand,conc,4
ordeal,3.5,Rand,conc,4
camp,6.5,Rand,conc,4
function,3.2,Rand,conc,4
malice,1.7,Rand,conc,4
fiction,2.7,Rand,conc,4
cure,4,Rand,conc,4
carriage,6.6,Rand,conc,4
fame,2.8,Rand,conc,4
cottage,6.9,Rand,conc,4
monster,5.5,Rand,conc,4
signal,5,Rand,conc,4
pity,2.5,Rand,conc,4
breakfast,7,Rand,conc,4
applause,5.3,Rand,conc,4
passion,2.2,Rand,conc,4
harvest,6.2,Rand,conc,4
kill,3.7,Rand,conc,4
cattle,7,Rand,conc,4
prison,6.9,Rand,conc,4
glee,2.3,Rand,conc,4
junk,6,Rand,conc,4
mistress,5,Rand,conc,4
menace,2,Rand,conc,4
usher,5.5,Rand,conc,4
forehead,7,Rand,conc,4
coffin,7,Rand,conc,4
impress,3,Rand,conc,4
dance,5,Rand,conc,4
bead,6.5,Rand,conc,4
version,3,Rand,conc,4
packet,6,Rand,conc,4
slave,6,Rand,conc,4
closure,3.5,Rand,conc,4
employ,3.5,Rand,conc,4
balloon,6.5,Rand,conc,4
tortoise,7,Rand,conc,4
context,2.5,Rand,conc,4
report,4.5,Rand,conc,4
cricket,6.5,Rand,conc,4
flea,7,Rand,conc,4
typhoon,7,Rand,conc,4
essence,2,Rand,conc,4
power,2.5,Rand,conc,4
dare,3,Rand,conc,4
phantom,4,Rand,conc,4
vowel,5.5,Rand,conc,4
surgeon,7,Rand,conc,4
jewel,6.5,Rand,conc,4
bondage,4,Rand,conc,4
glacier,7,Rand,conc,4
flourish,3.5,Rand,conc,4
necklace,7,Rand,conc,4
donkey,7,Rand,conc,4
husband,6.5,Rand,conc,4
punch,5,Rand,conc,4
hurdle,5.5,Rand,conc,4
arson,5,Rand,conc,4
crab,7,Rand,conc,4
console,4.5,Rand,conc,4
parrot,7,Rand,conc,4
whisper,4.5,Rand,conc,4
heaven,3,Rand,conc,4
honey,7,Rand,conc,4
sword,7,Rand,conc,4
stomach,7,Rand,conc,4
clergy,3.5,Rand,conc,4
respect,3,Rand,conc,4
portrait,6.5,Rand,conc,4
figment,3,Rand,conc,4
dinner,6.5,Rand,conc,4
lust,2.5,Rand,conc,4
faith,2,Rand,conc,4
despair,3,Rand,conc,4
marvel,3,Rand,conc,4
carpet,7,Rand,conc,4
bowel,6.5,Rand,conc,4
crisis,3.5,Rand,conc,4
police,6.5,Rand,conc,4
candle,7,Rand,conc,4
justice,3,Rand,conc,4
pelvis,7,Rand,conc,4
dread,3,Rand,conc,4
hammock,7,Rand,conc,4
model,5,Rand,conc,4
shaft,5.5,Rand,conc,4
hostess,5.5,Rand,conc,4
pint,6,Rand,conc,4
mirror,7,Rand,conc,4
stove,7,Rand,conc,4
battle,5,Rand,conc,4
health,4,Rand,conc,4
bounce,5,Rand,conc,4
transit,4.5,Rand,conc,4
chew,5.5,Rand,conc,4
fault,4,Rand,conc,4
stride,5,Rand,conc,4
yeast,6.5,Rand,conc,4
midst,2.5,Rand,conc,4
art,3,Rand,conc,4
toxin,6.5,Rand,conc,4
spirit,2,Rand,conc,4
doubt,1.5,Rand,conc,4
shirt,7,Rand,conc,4
morsel,6,Rand,conc,4
bowl,7,Rand,conc,4
blame,1.5,Rand,conc,4
sister,7,Rand,conc,4
soldier,7,Rand,conc,4
wish,1,Rand,conc,4
risk,1.5,Rand,conc,4
picture,7,Rand,conc,4
gist,2,Rand,conc,4
status,2.5,Rand,conc,4
prestige,2,Rand,conc,4
jacket,7,Rand,conc,4
neglect,1.5,Rand,conc,4
device,6,Rand,conc,4
courage,1,Rand,conc,4
recall,2.5,Rand,conc,4
concept,1,Rand,conc,4
anchor,7,Rand,conc,4
ruffle,6.5,Rand,conc,4
walrus,7,Rand,conc,4
bracket,6,Rand,conc,4
princess,6.5,Rand,conc,4
nectar,6,Rand,conc,4
trousers,7,Rand,conc,4
fraud,2.5,Rand,conc,4
ham,6.5,Rand,conc,4
bonnet,7,Rand,conc,4
shark,7,Rand,conc,4
desert,7,Rand,conc,4
treasure,5.5,Rand,conc,4
wrestle,5,Rand,conc,4
reject,2.5,Rand,conc,4
pause,4,Rand,conc,4
boast,2,Rand,conc,4
triumph,2.5,Rand,conc,4
moment,4.5,Rand,conc,4
success,2,Rand,conc,4
jungle,7,Rand,conc,4
affair,3,Rand,conc,4
moisture,6.5,Rand,conc,4
picket,5,Rand,conc,4
methane,6.5,Rand,conc,4
hit,5,Rand,conc,4
baby,7,Rand,conc,4
table,7,Rand,conc,4
cushion,7,Rand,conc,4
whore,4.5,Rand,conc,4
people,6,Rand,conc,4
circuit,6.5,Rand,conc,4
shrug,4,Rand,conc,4
doctor,7,Rand,conc,4
palace,7,Rand,conc,4
blood,7,Rand,conc,4
ulcer,6.5,Rand,conc,4
attempt,3,Rand,conc,4
luck,2,Rand,conc,4
passage,4.5,Rand,conc,4
cease,3,Rand,conc,4
trust,2,Rand,conc,4
service,4,Rand,conc,4
launch,5,Rand,conc,4
nuisance,4,Rand,conc,4
compass,7,Rand,conc,4
snort,4.5,Rand,conc,4
ceiling,7,Rand,conc,4
mural,7,Rand,conc,4
person,7,Rand,conc,4
sin,1.5,Rand,conc,4
bandage,7,Rand,conc,4
aspect,3.5,Rand,conc,4
column,6,Rand,conc,4
mother,7,Rand,conc,4
slope,6.5,Rand,conc,4
throat,5,Rand,dom,35
strand,4.5,Rand,dom,35
giraffe,7.5,Rand,dom,35
leaf,5,Rand,dom,35
beggar,2,Rand,dom,35
zebra,6.5,Rand,dom,35
mischief,3.5,Rand,dom,35
pride,8.5,Rand,dom,35
notion,5,Rand,dom,35
trouble,3,Rand,dom,35
breast,4.5,Rand,dom,35
fire,7,Rand,dom,35
lumber,3.5,Rand,dom,35
melon,4.5,Rand,dom,35
message,5,Rand,dom,35
needle,4,Rand,dom,35
vulture,3,Rand,dom,35
mate,5.5,Rand,dom,35
excuse,3.5,Rand,dom,35
suburb,4,Rand,dom,35
scalpel,3.5,Rand,dom,35
taboo,2.5,Rand,dom,35
hope,6,Rand,dom,35
piece,4.5,Rand,dom,35
ban,3,Rand,dom,35
artist,6.5,Rand,dom,35
pumpkin,4.5,Rand,dom,35
castle,6,Rand,dom,35
cloak,4.5,Rand,dom,35
gain,6,Rand,dom,35
pupil,5,Rand,dom,35
mansion,7,Rand,dom,35
dandruff,2,Rand,dom,35
line,5,Rand,dom,35
talent,6.5,Rand,dom,35
escort,5.5,Rand,dom,35
fortress,7.5,Rand,dom,35
couch,4.5,Rand,dom,35
tulip,6,Rand,dom,35
virtue,7,Rand,dom,35
spinach,5,Rand,dom,35
script,5,Rand,dom,35
snail,4,Rand,dom,35
head,5,Rand,dom,35
consent,6,Rand,dom,35
monkey,5,Rand,dom,35
spring,6,Rand,dom,35
lobster,5,Rand,dom,35
ease,5,Rand,dom,35
reason,5,Rand,dom,35
urge,5,Rand,dom,35
leisure,6,Rand,dom,35
cough,4,Rand,dom,35
pleasure,6,Rand,dom,35
aisle,4.5,Rand,dom,35
chest,5.5,Rand,dom,35
game,5.5,Rand,dom,35
hand,5,Rand,dom,35
crystal,5.5,Rand,dom,35
blouse,4.5,Rand,dom,35
leopard,6.5,Rand,dom,35
mood,5.5,Rand,dom,35
puzzle,4.5,Rand,dom,35
caress,6.5,Rand,dom,35
doom,3.5,Rand,dom,35
method,5,Rand,dom,35
duty,5,Rand,dom,35
monarch,6.5,Rand,dom,35
lace,5,Rand,dom,35
guitar,6,Rand,dom,35
reptile,4.5,Rand,dom,35
pheasant,5,Rand,dom,35
troll,3.5,Rand,dom,35
stretch,4.5,Rand,dom,35
pest,3,Rand,dom,35
spit,3.5,Rand,dom,35
dessert,6,Rand,dom,35
author,5.5,Rand,dom,35
delight,8,Rand,dom,35
project,6.5,Rand,dom,35
trumpet,7.5,Rand,dom,35
fleet,5.5,Rand,dom,35
mammal,6,Rand,dom,35
prince,7.5,Rand,dom,35
apple,5,Rand,dom,35
grind,4.5,Rand,dom,35
knowledge,8.5,Rand,dom,35
clover,6.5,Rand,dom,35
trend,6,Rand,dom,35
romance,7.5,Rand,dom,35
ladder,6,Rand,dom,35
carcass,3,Rand,dom,35
crude,3.5,Rand,dom,35
office,4.5,Rand,dom,35
wood,5.5,Rand,dom,35
waitress,4,Rand,dom,35
costume,5,Rand,dom,35
moth,3.5,Rand,dom,35
county,4.5,Rand,dom,35
slum,2.5,Rand,dom,35
rubble,2,Rand,dom,35
settle,5,Rand,dom,35
curtain,5.5,Rand,dom,35
verge,4.5,Rand,dom,35
progress,6.5,Rand,dom,35
bitch,2.5,Rand,dom,35
stock,4.5,Rand,dom,35
panther,6.5,Rand,dom,35
rattle,4,Rand,dom,35
nurture,6.5,Rand,dom,35
guilt,3.5,Rand,dom,35
contract,5.5,Rand,dom,35
plasma,6.5,Rand,dom,35
pension,5.5,Rand,dom,35
squash,4.5,Rand,dom,35
gloom,3,Rand,dom,35
issue,5,Rand,dom,35
comb,5,Rand,dom,35
pillow,5,Rand,dom,35
traffic,4,Rand,dom,35
luggage,5.5,Rand,dom,35
doctrine,6,Rand,dom,35
canoe,5.5,Rand,dom,35
whimper,3.5,Rand,dom,35
sweater,5,Rand,dom,35
food,5.5,Rand,dom,35
child,6,Rand,dom,35
outrage,3,Rand,dom,35
belief,6,Rand,dom,35
texture,5,Rand,dom,35
hate,2.5,Rand,dom,35
item,5,Rand,dom,35
town,4.5,Rand,dom,35
pamphlet,4.5,Rand,dom,35
cancer,2.5,Rand,dom,35
lettuce,5.5,Rand,dom,35
forge,5,Rand,dom,35
wit,6,Rand,dom,35
parade,7,Rand,dom,35
freedom,8.5,Rand,dom,35
smell,4.5,Rand,dom,35
farewell,4.5,Rand,dom,35
knock,4.5,Rand,dom,35
wisdom,6.5,Rand,dom,35
feat,5.5,Rand,dom,35
culture,7,Rand,dom,35
button,5,Rand,dom,35
cuddle,6,Rand,dom,35
wallet,5,Rand,dom,35
limit,4.5,Rand,dom,35
smear,4,Rand,dom,35
mug,5,Rand,dom,35
beer,5.5,Rand,dom,35
hall,5,Rand,dom,35
complex,5.5,Rand,dom,35
bliss,7.5,Rand,dom,35
disgust,1,Rand,dom,35
string,5,Rand,dom,35
sparkle,7,Rand,dom,35
chauffeur,6,Rand,dom,35
asthma,3,Rand,dom,35
handle,5,Rand,dom,35
lunch,4,Rand,dom,35
sleep,4,Rand,dom,35
cotton,4,Rand,dom,35
walnut,4,Rand,dom,35
ant,3,Rand,dom,35
island,5,Rand,dom,35
toast,5,Rand,dom,35
garbage,3,Rand,dom,35
incest,1,Rand,dom,35
role,5,Rand,dom,35
squeeze,4,Rand,dom,35
class,6,Rand,dom,35
sorrow,2,Rand,dom,35
candy,5,Rand,dom,35
venom,2,Rand,dom,35
bulge,4,Rand,dom,35
tumble,3,Rand,dom,35
anger,3,Rand,dom,35
rain,5,Rand,dom,35
metal,5,Rand,dom,35
wrath,3,Rand,dom,35
hostage,2,Rand,dom,35
product,5,Rand,dom,35
python,5,Rand,dom,35
shame,2,Rand,dom,35
fuss,4,Rand,dom,35
victim,2,Rand,dom,35
neutral,5,Rand,dom,35
blister,3,Rand,dom,35
terror,1,Rand,dom,35
apron,4,Rand,dom,35
phase,5,Rand,dom,35
sentence,5,Rand,dom,35
greed,2,Rand,dom,35
treason,1,Rand,dom,35
seed,4,Rand,dom,35
sandwich,4,Rand,dom,35
caution,5,Rand,dom,35
resort,5,Rand,dom,35
myth,5,Rand,dom,35
stab,2,Rand,dom,35
contempt,2,Rand,dom,35
city,5,Rand,dom,35
toilet,4,Rand,dom,35
date,5,Rand,dom,35
saloon,6,Rand,dom,35
goose,3,Rand,dom,35
merchant,6,Rand,dom,35
tiger,4,Rand,dom,35
chord,4,Rand,dom,35
basket,4,Rand,dom,35
plea,4,Rand,dom,35
ordeal,2,Rand,dom,35
camp,4,Rand,dom,35
function,5,Rand,dom,35
malice,2,Rand,dom,35
fiction,5,Rand,dom,35
cure,6,Rand,dom,35
carriage,5,Rand,dom,35
fame,6,Rand,dom,35
cottage,4,Rand,dom,35
monster,3,Rand,dom,35
signal,5,Rand,dom,35
pity,4,Rand,dom,35
breakfast,5,Rand,dom,35
applause,6,Rand,dom,35
passion,7,Rand,dom,35
harvest,6,Rand,dom,35
kill,1,Rand,dom,35
cattle,4,Rand,dom,35
prison,2,Rand,dom,35
glee,6,Rand,dom,35
junk,2.5,Rand,dom,35
mistress,4.5,Rand,dom,35
menace,3.5,Rand,dom,35
usher,4,Rand,dom,35
forehead,5,Rand,dom,35
coffin,2.5,Rand,dom,35
impress,7.5,Rand,dom,35
dance,6,Rand,dom,35
bead,4.5,Rand,dom,35
version,5,Rand,dom,35
packet,4,Rand,dom,35
slave,2,Rand,dom,35
closure,5.5,Rand,dom,35
employ,6.5,Rand,dom,35
balloon,5,Rand,dom,35
tortoise,4.5,Rand,dom,35
context,5,Rand,dom,35
report,5.5,Rand,dom,35
cricket,5,Rand,dom,35
flea,3,Rand,dom,35
typhoon,3.5,Rand,dom,35
essence,6.5,Rand,dom,35
power,8,Rand,dom,35
dare,7.5,Rand,dom,35
phantom,6,Rand,dom,35
vowel,5,Rand,dom,35
surgeon,5.5,Rand,dom,35
jewel,5.5,Rand,dom,35
bondage,2,Rand,dom,35
glacier,4,Rand,dom,35
flourish,7,Rand,dom,35
necklace,4.5,Rand,dom,35
donkey,3.5,Rand,dom,35
husband,4.5,Rand,dom,35
punch,6,Rand,dom,35
hurdle,5.5,Rand,dom,35
arson,2,Rand,dom,35
crab,4,Rand,dom,35
console,5,Rand,dom,35
parrot,4.5,Rand,dom,35
whisper,5.5,Rand,dom,35
heaven,6.5,Rand,dom,35
honey,5.5,Rand,dom,35
sword,6.5,Rand,dom,35
stomach,4.5,Rand,dom,35
clergy,6.5,Rand,dom,35
respect,7.5,Rand,dom,35
portrait,5.5,Rand,dom,35
figment,4,Rand,dom,35
dinner,5.5,Rand,dom,35
lust,4.5,Rand,dom,35
faith,6,Rand,dom,35
despair,3.5,Rand,dom,35
marvel,6,Rand,dom,35
carpet,4.5,Rand,dom,35
bowel,4,Rand,dom,35
crisis,3.5,Rand,dom,35
police,4.5,Rand,dom,35
candle,5,Rand,dom,35
justice,7,Rand,dom,35
